sentence_ID,verb,agent,patient
2330,know,protag,1118
2330,obey,Ram Dass,protag
2330,obey,protag,Ram Dass
2331,permit,Missee Sahib,protag
2332,let,1118,protag
2341,see,1123,protag
2345,thank,protag,Sara
2353,treat,protag,Sara
2864,see,protag,268
2864,see,268,protag
2866,watch,protag,268
2866,know,268,protag
2917,cause,protag,700
2940,see,Sara,protag
4016,address,Mr. Carrrisford,protag
4139,make,protag,Sara
